fecha,distrito,densidad_poblacional,dia_semana,mes,feria,evento_especial,clima,historial_residuos,tipo_zona,actividad_comercial,bloqueos,transitabilidad_vial,residuos_generados
2023-09-25,Centro,12000,Lunes,9,0,0,Nublado,195.2,Comercial,95,0,1,369.0
2023-09-26,Centro,12000,Martes,9,0,0,Nublado,174.9,Residencial,95,0,0,291.5
2023-09-27,Periférica,7000,Miércoles,9,0,0,Soleado,98.4,Residencial,60,0,1,105.6
2023-09-28,Periférica,7000,Jueves,9,0,0,Lluvia,74.0,Mixto,60,0,1,91.5
2023-09-29,Miraflores,10000,Viernes,9,0,0,Lluvia,195.4,Residencial,85,0,1,243.8
2023-09-30,Sur,8000,Sábado,9,0,0,Tormenta,115.7,Mixto,65,0,0,146.2
2023-10-01,Sur,8000,Domingo,10,0,0,Nublado,103.5,Mixto,65,0,1,116.8
2023-10-02,Villa Fátima,8500,Lunes,10,1,0,Nublado,103.5,Mixto,50,0,1,163.7
2023-10-03,Centro,12000,Martes,10,0,0,Lluvia,168.9,Residencial,95,1,1,310.8
2023-10-04,Max Paredes,11000,Miércoles,10,0,0,Lluvia,61.8,Residencial,90,0,1,197.7
2023-10-05,Sur,8000,Jueves,10,0,0,Tormenta,172.3,Residencial,65,0,1,128.4
2023-10-06,Villa Fátima,8500,Viernes,10,0,0,Lluvia,139.7,Mixto,50,0,1,124.5
2023-10-07,Zona Sur,7500,Sábado,10,0,1,Soleado,132.8,Mixto,55,0,1,110.3
2023-10-08,Villa Fátima,8500,Domingo,10,0,0,Tormenta,137.9,Industrial,50,0,1,151.4
2023-10-09,San Pedro,9000,Lunes,10,0,0,Nublado,162.9,Industrial,75,0,1,193.1
2023-10-10,Centro,12000,Martes,10,0,0,Nublado,139.4,Industrial,95,0,1,328.4
2023-10-11,Zona Sur,7500,Miércoles,10,0,0,Lluvia,172.6,Comercial,55,0,1,167.6
2023-10-12,Miraflores,10000,Jueves,10,1,0,Tormenta,96.6,Residencial,85,0,1,197.7
2023-10-13,Cotahuma,9500,Viernes,10,0,0,Lluvia,161.0,Residencial,70,0,1,147.2
2023-10-14,Villa Fátima,8500,Sábado,10,0,1,Soleado,89.3,Industrial,50,0,0,153.4
2023-10-15,Cotahuma,9500,Domingo,10,0,0,Lluvia,57.8,Mixto,70,0,1,128.4
2023-10-16,Sur,8000,Lunes,10,0,0,Tormenta,138.9,Mixto,65,0,1,139.1
2023-10-17,Cotahuma,9500,Martes,10,0,0,Nublado,150.7,Mixto,70,0,1,198.0
2023-10-18,Miraflores,10000,Miércoles,10,0,0,Lluvia,102.9,Residencial,85,0,1,171.9
2023-10-19,Periférica,7000,Jueves,10,1,0,Soleado,189.0,Comercial,60,0,1,213.3
2023-10-20,Cotahuma,9500,Viernes,10,0,0,Tormenta,128.8,Comercial,70,0,1,196.0
2023-10-21,Max Paredes,11000,Sábado,10,0,0,Lluvia,162.3,Mixto,90,0,1,228.2
2023-10-22,San Pedro,9000,Domingo,10,0,0,Nublado,134.9,Mixto,75,0,1,177.3
2023-10-23,San Pedro,9000,Lunes,10,0,0,Nublado,71.0,Mixto,75,0,1,157.1
2023-10-24,San Pedro,9000,Martes,10,0,0,Nublado,183.8,Comercial,75,0,1,240.3
2023-10-25,Zona Sur,7500,Miércoles,10,0,0,Soleado,100.4,Residencial,55,0,1,101.3
2023-10-26,Cotahuma,9500,Jueves,10,0,0,Lluvia,155.6,Industrial,70,0,0,304.3
2023-10-27,Zona Sur,7500,Viernes,10,0,0,Lluvia,83.6,Residencial,55,0,1,86.9
2023-10-28,Max Paredes,11000,Sábado,10,0,0,Lluvia,196.9,Industrial,90,0,1,277.3
2023-10-29,San Pedro,9000,Domingo,10,0,0,Lluvia,184.0,Mixto,75,0,1,160.0
2023-10-30,Max Paredes,11000,Lunes,10,0,0,Nublado,80.4,Mixto,90,0,1,240.7
2023-10-31,Periférica,7000,Martes,10,0,0,Nublado,146.8,Residencial,60,0,1,120.3
2023-11-01,Sur,8000,Miércoles,11,0,0,Soleado,126.1,Residencial,65,0,1,137.9
2023-11-02,Periférica,7000,Jueves,11,0,0,Nublado,180.5,Residencial,60,0,1,148.0
2023-11-03,Max Paredes,11000,Viernes,11,0,0,Lluvia,77.5,Comercial,90,0,1,281.2
2023-11-04,Centro,12000,Sábado,11,0,0,Soleado,136.1,Comercial,95,0,0,276.9
2023-11-05,San Pedro,9000,Domingo,11,0,0,Soleado,68.7,Mixto,75,0,1,135.3
2023-11-06,San Pedro,9000,Lunes,11,0,0,Nublado,160.6,Mixto,75,0,1,170.6
2023-11-07,Sur,8000,Martes,11,0,0,Soleado,193.5,Residencial,65,0,1,133.5
2023-11-08,Sur,8000,Miércoles,11,0,0,Lluvia,95.8,Industrial,65,0,1,141.2
2023-11-09,Sur,8000,Jueves,11,0,0,Lluvia,76.7,Comercial,65,0,1,136.8
2023-11-10,Miraflores,10000,Viernes,11,0,0,Tormenta,176.2,Industrial,85,0,1,260.4
2023-11-11,Sopocachi,10500,Sábado,11,1,0,Tormenta,179.5,Residencial,80,0,0,220.8
2023-11-12,Cotahuma,9500,Domingo,11,0,0,Lluvia,126.1,Industrial,70,0,1,207.5
2023-11-13,Max Paredes,11000,Lunes,11,0,0,Lluvia,119.8,Mixto,90,0,1,227.1
2023-11-14,Villa Fátima,8500,Martes,11,1,0,Tormenta,90.3,Mixto,50,0,1,141.1
2023-11-15,Sur,8000,Miércoles,11,0,0,Nublado,172.2,Mixto,65,0,1,156.7
2023-11-16,Villa Fátima,8500,Jueves,11,0,0,Tormenta,128.1,Residencial,50,0,1,86.7
2023-11-17,Max Paredes,11000,Viernes,11,0,0,Nublado,108.1,Comercial,90,0,1,259.7
2023-11-18,Max Paredes,11000,Sábado,11,0,0,Lluvia,109.3,Industrial,90,0,1,248.1
2023-11-19,Villa Fátima,8500,Domingo,11,0,0,Lluvia,95.2,Mixto,50,0,1,97.7
2023-11-20,Sur,8000,Lunes,11,0,0,Soleado,186.4,Mixto,65,0,1,151.6
2023-11-21,Cotahuma,9500,Martes,11,0,0,Lluvia,197.8,Industrial,70,0,1,244.7
2023-11-22,Sur,8000,Miércoles,11,0,0,Soleado,182.8,Comercial,65,0,0,240.7
2023-11-23,Villa Fátima,8500,Jueves,11,0,0,Lluvia,103.8,Comercial,50,0,1,106.5
2023-11-24,Miraflores,10000,Viernes,11,0,0,Lluvia,155.4,Industrial,85,0,1,241.2
2023-11-25,Villa Fátima,8500,Sábado,11,0,0,Tormenta,64.1,Residencial,50,0,1,73.3
2023-11-26,Cotahuma,9500,Domingo,11,0,0,Nublado,178.7,Mixto,70,0,1,184.5
2023-11-27,Zona Sur,7500,Lunes,11,1,0,Nublado,103.7,Mixto,55,0,1,150.4
2023-11-28,Sur,8000,Martes,11,0,0,Nublado,99.0,Industrial,65,1,1,239.9
2023-11-29,San Pedro,9000,Miércoles,11,0,0,Lluvia,168.2,Residencial,75,0,1,158.5
2023-11-30,Sur,8000,Jueves,11,0,0,Lluvia,194.6,Industrial,65,0,0,225.4
2023-12-01,Max Paredes,11000,Viernes,12,1,0,Tormenta,113.1,Industrial,90,0,1,445.6
2023-12-02,Centro,12000,Sábado,12,0,0,Soleado,118.6,Comercial,95,0,0,418.0
2023-12-03,Sur,8000,Domingo,12,0,0,Nublado,95.8,Comercial,65,0,1,140.7
2023-12-04,Centro,12000,Lunes,12,0,0,Lluvia,99.5,Industrial,95,0,1,328.8
2023-12-05,Periférica,7000,Martes,12,0,0,Tormenta,69.8,Residencial,60,0,1,88.9
2023-12-06,Periférica,7000,Miércoles,12,0,0,Nublado,193.7,Residencial,60,0,1,149.9
2023-12-07,Zona Sur,7500,Jueves,12,1,0,Lluvia,156.3,Industrial,55,1,1,292.5
2023-12-08,Periférica,7000,Viernes,12,0,0,Tormenta,99.8,Industrial,60,0,1,159.9
2023-12-09,Miraflores,10000,Sábado,12,1,0,Soleado,81.0,Residencial,85,0,1,180.9
2023-12-10,Sur,8000,Domingo,12,1,0,Soleado,192.1,Residencial,65,0,1,211.9
2023-12-11,Villa Fátima,8500,Lunes,12,0,0,Soleado,147.6,Mixto,50,0,1,150.1
2023-12-12,Miraflores,10000,Martes,12,1,0,Lluvia,138.3,Residencial,85,0,1,276.0
2023-12-13,Zona Sur,7500,Miércoles,12,0,0,Tormenta,143.7,Industrial,55,0,1,140.7
2023-12-14,Sur,8000,Jueves,12,0,0,Nublado,128.1,Comercial,65,0,1,167.8
2023-12-15,San Pedro,9000,Viernes,12,0,0,Nublado,81.2,Residencial,75,0,1,176.0
2023-12-16,Periférica,7000,Sábado,12,0,0,Tormenta,187.7,Mixto,60,0,1,131.8
2023-12-17,San Pedro,9000,Domingo,12,0,0,Soleado,93.4,Mixto,75,0,1,150.9
2023-12-18,Villa Fátima,8500,Lunes,12,0,0,Tormenta,153.8,Industrial,50,0,1,145.0
2023-12-19,Sopocachi,10500,Martes,12,1,0,Nublado,85.2,Mixto,80,0,1,281.8
2023-12-20,Zona Sur,7500,Miércoles,12,0,0,Nublado,67.2,Industrial,55,0,1,128.0
2023-12-21,Sopocachi,10500,Jueves,12,0,0,Soleado,80.0,Residencial,80,0,1,170.7
2023-12-22,Max Paredes,11000,Viernes,12,0,0,Nublado,199.2,Industrial,90,0,1,422.9
2023-12-23,Cotahuma,9500,Sábado,12,0,0,Lluvia,176.8,Industrial,70,0,0,330.9
2023-12-24,Periférica,7000,Domingo,12,0,0,Nublado,186.6,Mixto,60,0,0,185.7
2023-12-25,San Pedro,9000,Lunes,12,0,0,Lluvia,98.3,Industrial,75,1,1,265.2
2023-12-26,Periférica,7000,Martes,12,0,1,Lluvia,108.1,Comercial,60,0,0,221.9
2023-12-27,Miraflores,10000,Miércoles,12,0,0,Lluvia,156.0,Mixto,85,0,1,215.0
2023-12-28,Periférica,7000,Jueves,12,1,0,Tormenta,139.5,Residencial,60,0,1,131.8
2023-12-29,Villa Fátima,8500,Viernes,12,0,0,Nublado,175.0,Residencial,50,0,1,123.5
2023-12-30,Cotahuma,9500,Sábado,12,1,0,Soleado,122.4,Residencial,70,0,1,222.6
2023-12-31,Miraflores,10000,Domingo,12,0,0,Nublado,98.7,Residencial,85,0,1,189.5
2024-01-01,Centro,12000,Lunes,1,0,0,Nublado,52.0,Residencial,95,0,1,221.7
2024-01-02,Sur,8000,Martes,1,0,0,Tormenta,111.3,Residencial,65,0,1,116.5
2024-01-03,San Pedro,9000,Miércoles,1,0,0,Soleado,73.3,Comercial,75,0,1,173.3
2024-01-04,Max Paredes,11000,Jueves,1,0,0,Lluvia,128.2,Comercial,90,0,1,306.6
2024-01-05,Cotahuma,9500,Viernes,1,1,0,Lluvia,74.5,Comercial,70,1,1,370.0
2024-01-06,Sopocachi,10500,Sábado,1,0,0,Lluvia,141.8,Comercial,80,0,1,246.7
2024-01-07,Villa Fátima,8500,Domingo,1,0,0,Tormenta,104.7,Comercial,50,0,1,118.2
2024-01-08,Periférica,7000,Lunes,1,0,0,Tormenta,186.7,Mixto,60,0,1,145.1
2024-01-09,Max Paredes,11000,Martes,1,0,0,Tormenta,188.3,Comercial,90,0,0,325.0
2024-01-10,Miraflores,10000,Miércoles,1,0,0,Soleado,142.2,Industrial,85,0,1,328.0
2024-01-11,Cotahuma,9500,Jueves,1,0,0,Nublado,96.7,Comercial,70,0,0,204.5
2024-01-12,Centro,12000,Viernes,1,0,0,Lluvia,135.8,Residencial,95,0,1,321.4
2024-01-13,Cotahuma,9500,Sábado,1,0,0,Nublado,128.4,Residencial,70,0,1,138.1
2024-01-14,San Pedro,9000,Domingo,1,0,1,Soleado,192.5,Comercial,75,0,1,276.6
2024-01-15,San Pedro,9000,Lunes,1,0,0,Lluvia,167.2,Residencial,75,0,1,178.4
2024-01-16,Sopocachi,10500,Martes,1,0,0,Lluvia,155.9,Mixto,80,0,1,257.8
2024-01-17,Sur,8000,Miércoles,1,0,0,Tormenta,188.6,Industrial,65,0,1,215.5
2024-01-18,Miraflores,10000,Jueves,1,0,0,Tormenta,130.9,Mixto,85,0,1,211.7
2024-01-19,Miraflores,10000,Viernes,1,0,0,Tormenta,101.7,Industrial,85,0,1,306.7
2024-01-20,Miraflores,10000,Sábado,1,0,0,Lluvia,73.6,Residencial,85,1,0,290.1
2024-01-21,Max Paredes,11000,Domingo,1,1,0,Nublado,133.7,Residencial,90,0,1,294.6
2024-01-22,Zona Sur,7500,Lunes,1,0,0,Lluvia,105.3,Residencial,55,0,1,93.0
2024-01-23,San Pedro,9000,Martes,1,0,0,Tormenta,174.2,Comercial,75,0,1,252.1
2024-01-24,Sopocachi,10500,Miércoles,1,0,0,Tormenta,125.8,Industrial,80,0,1,281.4
2024-01-25,Cotahuma,9500,Jueves,1,0,0,Nublado,146.2,Residencial,70,0,1,156.9
2024-01-26,Zona Sur,7500,Viernes,1,0,0,Tormenta,171.0,Mixto,55,0,1,158.1
2024-01-27,Miraflores,10000,Sábado,1,0,0,Nublado,83.3,Industrial,85,0,1,249.9
2024-01-28,Cotahuma,9500,Domingo,1,0,0,Soleado,167.9,Comercial,70,0,1,223.9
2024-01-29,Centro,12000,Lunes,1,1,0,Soleado,87.4,Industrial,95,0,1,402.9
2024-01-30,Sopocachi,10500,Martes,1,0,0,Lluvia,137.9,Residencial,80,0,1,208.6
2024-01-31,Max Paredes,11000,Miércoles,1,0,0,Tormenta,80.2,Residencial,90,0,1,178.5
2024-02-01,Centro,12000,Jueves,2,1,0,Soleado,164.0,Residencial,95,0,1,324.9
2024-02-02,Periférica,7000,Viernes,2,0,0,Nublado,173.9,Residencial,60,0,1,129.0
2024-02-03,Miraflores,10000,Sábado,2,0,1,Tormenta,115.1,Industrial,85,0,1,231.2
2024-02-04,Cotahuma,9500,Domingo,2,0,0,Lluvia,166.0,Comercial,70,0,1,164.6
2024-02-05,Villa Fátima,8500,Lunes,2,0,0,Soleado,50.7,Residencial,50,0,1,70.6
2024-02-06,San Pedro,9000,Martes,2,0,0,Tormenta,164.4,Comercial,75,0,1,173.7
2024-02-07,Cotahuma,9500,Miércoles,2,0,0,Nublado,185.9,Comercial,70,0,1,221.8
2024-02-08,Villa Fátima,8500,Jueves,2,0,0,Soleado,155.8,Comercial,50,0,1,129.1
2024-02-09,Zona Sur,7500,Viernes,2,0,0,Nublado,150.8,Residencial,55,0,1,112.8
2024-02-10,Periférica,7000,Sábado,2,0,0,Lluvia,152.8,Comercial,60,0,0,164.7
2024-02-11,Periférica,7000,Domingo,2,0,0,Soleado,63.7,Industrial,60,0,1,100.2
2024-02-12,Cotahuma,9500,Lunes,2,0,0,Nublado,117.7,Mixto,70,0,1,166.7
2024-02-13,Periférica,7000,Martes,2,0,0,Soleado,103.9,Comercial,60,0,1,122.6
2024-02-14,Sopocachi,10500,Miércoles,2,1,0,Tormenta,165.8,Mixto,80,0,1,274.4
2024-02-15,Zona Sur,7500,Jueves,2,0,0,Soleado,144.3,Comercial,55,0,1,150.1
2024-02-16,Zona Sur,7500,Viernes,2,0,0,Nublado,138.9,Comercial,55,0,1,143.7
2024-02-17,Centro,12000,Sábado,2,0,1,Lluvia,149.8,Comercial,95,0,1,309.7
2024-02-18,San Pedro,9000,Domingo,2,0,0,Nublado,183.9,Industrial,75,0,1,229.6
2024-02-19,Villa Fátima,8500,Lunes,2,0,0,Nublado,122.5,Mixto,50,0,1,130.7
2024-02-20,Sopocachi,10500,Martes,2,1,0,Lluvia,78.6,Residencial,80,0,1,191.9
2024-02-21,San Pedro,9000,Miércoles,2,0,0,Nublado,82.2,Mixto,75,0,1,137.1
2024-02-22,Cotahuma,9500,Jueves,2,1,0,Nublado,67.5,Mixto,70,0,1,202.9
2024-02-23,Zona Sur,7500,Viernes,2,0,0,Soleado,131.9,Mixto,55,0,1,122.2
2024-02-24,Sopocachi,10500,Sábado,2,0,0,Lluvia,146.1,Comercial,80,0,1,214.1
2024-02-25,Periférica,7000,Domingo,2,0,0,Lluvia,89.9,Comercial,60,0,0,124.5
2024-02-26,Villa Fátima,8500,Lunes,2,1,0,Tormenta,109.9,Comercial,50,0,1,145.9
2024-02-27,Zona Sur,7500,Martes,2,0,0,Soleado,139.8,Industrial,55,0,1,148.7
2024-02-28,Periférica,7000,Miércoles,2,0,0,Nublado,99.1,Comercial,60,0,1,152.7
2024-02-29,Miraflores,10000,Jueves,2,0,0,Tormenta,64.4,Comercial,85,0,1,204.6
2024-03-01,San Pedro,9000,Viernes,3,0,0,Lluvia,160.7,Comercial,75,0,1,216.2
2024-03-02,San Pedro,9000,Sábado,3,0,1,Tormenta,176.3,Comercial,75,0,1,248.3
2024-03-03,Max Paredes,11000,Domingo,3,1,0,Nublado,159.5,Comercial,90,0,1,314.7
2024-03-04,Zona Sur,7500,Lunes,3,0,0,Lluvia,99.4,Comercial,55,0,1,100.5
2024-03-05,Zona Sur,7500,Martes,3,0,1,Lluvia,126.8,Mixto,55,0,1,124.4
2024-03-06,Cotahuma,9500,Miércoles,3,0,0,Nublado,64.2,Comercial,70,0,1,148.5
2024-03-07,Sur,8000,Jueves,3,0,0,Nublado,157.0,Industrial,65,0,1,172.9
2024-03-08,Zona Sur,7500,Viernes,3,0,0,Nublado,67.1,Industrial,55,0,1,114.2
2024-03-09,Cotahuma,9500,Sábado,3,0,0,Nublado,106.5,Residencial,70,0,1,136.1
2024-03-10,Miraflores,10000,Domingo,3,0,0,Lluvia,135.8,Industrial,85,0,1,244.8
2024-03-11,Centro,12000,Lunes,3,0,0,Lluvia,127.7,Mixto,95,0,1,263.6
2024-03-12,Cotahuma,9500,Martes,3,0,0,Tormenta,159.7,Comercial,70,0,1,196.0
2024-03-13,Sur,8000,Miércoles,3,0,0,Nublado,57.2,Industrial,65,0,1,149.4
2024-03-14,Miraflores,10000,Jueves,3,0,0,Soleado,168.3,Residencial,85,0,1,214.9
2024-03-15,San Pedro,9000,Viernes,3,0,0,Lluvia,143.3,Industrial,75,0,1,248.4
2024-03-16,Cotahuma,9500,Sábado,3,0,0,Lluvia,85.2,Mixto,70,0,1,128.5
2024-03-17,Centro,12000,Domingo,3,0,0,Nublado,134.3,Comercial,95,0,1,253.0
2024-03-18,San Pedro,9000,Lunes,3,1,0,Tormenta,78.6,Industrial,75,0,1,221.3
2024-03-19,Max Paredes,11000,Martes,3,0,0,Tormenta,62.2,Residencial,90,0,1,183.3
2024-03-20,Cotahuma,9500,Miércoles,3,0,0,Nublado,80.9,Residencial,70,0,1,138.7
2024-03-21,Centro,12000,Jueves,3,0,0,Lluvia,85.9,Mixto,95,0,1,215.6
2024-03-22,Sopocachi,10500,Viernes,3,0,0,Soleado,120.0,Comercial,80,0,1,249.5
2024-03-23,Max Paredes,11000,Sábado,3,1,0,Nublado,85.5,Residencial,90,0,1,239.8
2024-03-24,Centro,12000,Domingo,3,0,0,Tormenta,136.2,Comercial,95,0,1,260.1
2024-03-25,San Pedro,9000,Lunes,3,0,0,Lluvia,106.7,Residencial,75,0,1,115.7
2024-03-26,Miraflores,10000,Martes,3,0,0,Tormenta,95.9,Comercial,85,0,1,188.8
2024-03-27,Periférica,7000,Miércoles,3,0,0,Soleado,63.8,Industrial,60,0,1,113.2
2024-03-28,Villa Fátima,8500,Jueves,3,0,0,Lluvia,91.2,Residencial,50,0,1,95.8
2024-03-29,Miraflores,10000,Viernes,3,0,0,Tormenta,117.2,Comercial,85,0,1,196.0
2024-03-30,Villa Fátima,8500,Sábado,3,0,0,Lluvia,179.8,Mixto,50,0,1,112.2
2024-03-31,Centro,12000,Domingo,3,1,0,Lluvia,192.1,Comercial,95,0,0,459.1
2024-04-01,Max Paredes,11000,Lunes,4,0,0,Nublado,178.1,Residencial,90,0,1,243.3
2024-04-02,Max Paredes,11000,Martes,4,0,0,Lluvia,165.9,Industrial,90,0,0,426.3
2024-04-03,Cotahuma,9500,Miércoles,4,0,0,Lluvia,140.6,Residencial,70,0,1,132.9
2024-04-04,Sopocachi,10500,Jueves,4,1,0,Lluvia,199.5,Mixto,80,0,1,278.1
2024-04-05,Zona Sur,7500,Viernes,4,0,0,Nublado,149.6,Comercial,55,0,1,147.6
2024-04-06,Miraflores,10000,Sábado,4,0,0,Tormenta,145.1,Residencial,85,0,0,188.0
2024-04-07,Max Paredes,11000,Domingo,4,0,0,Nublado,170.0,Mixto,90,0,1,236.0
2024-04-08,Max Paredes,11000,Lunes,4,0,0,Soleado,166.2,Residencial,90,0,1,199.5
2024-04-09,Periférica,7000,Martes,4,0,0,Soleado,116.6,Industrial,60,0,1,160.1
2024-04-10,Miraflores,10000,Miércoles,4,1,0,Nublado,163.9,Residencial,85,0,1,232.2
2024-04-11,Cotahuma,9500,Jueves,4,0,0,Lluvia,199.7,Comercial,70,0,1,219.9
2024-04-12,Zona Sur,7500,Viernes,4,0,0,Soleado,109.5,Industrial,55,0,1,144.3
2024-04-13,Sur,8000,Sábado,4,0,0,Tormenta,108.5,Mixto,65,0,1,100.0
2024-04-14,Cotahuma,9500,Domingo,4,0,0,Lluvia,175.7,Residencial,70,0,0,186.4
2024-04-15,San Pedro,9000,Lunes,4,0,0,Soleado,108.9,Industrial,75,1,1,245.3
2024-04-16,San Pedro,9000,Martes,4,0,0,Soleado,103.7,Comercial,75,0,0,190.3
2024-04-17,Zona Sur,7500,Miércoles,4,1,0,Tormenta,73.3,Industrial,55,0,1,169.6
2024-04-18,Miraflores,10000,Jueves,4,0,0,Soleado,82.1,Industrial,85,0,1,256.7
2024-04-19,San Pedro,9000,Viernes,4,0,0,Lluvia,112.6,Comercial,75,0,1,193.1
2024-04-20,Zona Sur,7500,Sábado,4,0,0,Nublado,140.6,Residencial,55,0,1,91.0
2024-04-21,Periférica,7000,Domingo,4,0,0,Lluvia,110.2,Residencial,60,1,1,107.2
2024-04-22,Cotahuma,9500,Lunes,4,0,0,Soleado,62.4,Comercial,70,0,1,141.1
2024-04-23,San Pedro,9000,Martes,4,0,0,Lluvia,156.3,Mixto,75,0,0,178.6
2024-04-24,Max Paredes,11000,Miércoles,4,0,0,Soleado,98.6,Mixto,90,0,1,241.6
2024-04-25,Sopocachi,10500,Jueves,4,0,0,Nublado,105.0,Mixto,80,0,0,248.7
2024-04-26,Max Paredes,11000,Viernes,4,0,0,Soleado,133.6,Residencial,90,0,1,257.0
2024-04-27,Sopocachi,10500,Sábado,4,0,0,Nublado,80.1,Industrial,80,1,0,259.6
2024-04-28,Sur,8000,Domingo,4,0,1,Soleado,125.5,Industrial,65,0,0,263.3
2024-04-29,Periférica,7000,Lunes,4,1,0,Nublado,173.9,Mixto,60,0,1,198.1
2024-04-30,Zona Sur,7500,Martes,4,0,0,Tormenta,137.4,Mixto,55,0,0,120.0
2024-05-01,Sur,8000,Miércoles,5,0,0,Tormenta,151.9,Comercial,65,0,1,172.4
2024-05-02,Sur,8000,Jueves,5,1,1,Tormenta,183.0,Industrial,65,0,0,392.4
2024-05-03,Villa Fátima,8500,Viernes,5,0,0,Nublado,161.5,Residencial,50,0,1,140.3
2024-05-04,Miraflores,10000,Sábado,5,0,0,Tormenta,50.6,Mixto,85,0,1,134.8
2024-05-05,San Pedro,9000,Domingo,5,0,0,Nublado,143.1,Comercial,75,0,1,173.8
2024-05-06,Zona Sur,7500,Lunes,5,0,1,Lluvia,196.4,Comercial,55,0,0,199.4
2024-05-07,Sopocachi,10500,Martes,5,1,0,Tormenta,195.3,Residencial,80,0,0,307.2
2024-05-08,Villa Fátima,8500,Miércoles,5,0,1,Lluvia,156.7,Comercial,50,0,1,162.4
2024-05-09,San Pedro,9000,Jueves,5,0,0,Lluvia,185.4,Residencial,75,0,1,145.8
2024-05-10,San Pedro,9000,Viernes,5,1,0,Lluvia,93.5,Industrial,75,0,1,227.8
2024-05-11,Villa Fátima,8500,Sábado,5,0,0,Tormenta,194.9,Residencial,50,0,1,118.0
2024-05-12,Sopocachi,10500,Domingo,5,0,0,Soleado,63.4,Industrial,80,0,1,170.8
2024-05-13,Miraflores,10000,Lunes,5,0,0,Nublado,190.8,Residencial,85,0,1,219.1
2024-05-14,Centro,12000,Martes,5,0,0,Soleado,189.0,Comercial,95,0,1,335.8
